,recording_session_label,image,num_of_presentation,fixation1,fixation2,fixation3,test_response
2115,4,F71.jpg,3,11,10,8,-1
2116,5,F71.jpg,1,9,NA,NA,3
2117,6,F71.jpg,3,10,10,9,0
2118,7,F71.jpg,3,8,10,11,0
2119,8,F71.jpg,1,7,NA,NA,4
2120,9,F71.jpg,3,12,9,10,-1
2121,10,F71.jpg,3,8,11,10,-1
2122,11,F71.jpg,1,10,NA,NA,4
2123,12,F71.jpg,3,8,7,7,0
2124,13,F71.jpg,3,8,7,8,0
2125,14,F71.jpg,1,6,NA,NA,3
2126,15,F71.jpg,3,7,9,7,-1
2127,16,F71.jpg,3,8,7,6,-1
2128,17,F71.jpg,1,9,NA,NA,4
2129,18,F71.jpg,3,8,9,8,0
2130,19,F71.jpg,3,9,11,9,0
2131,20,F71.jpg,1,8,NA,NA,4
2132,21,F71.jpg,3,13,11,11,-1
2133,22,F71.jpg,3,10,10,11,-1
2134,23,F71.jpg,1,9,NA,NA,4
2135,24,F71.jpg,3,13,12,10,0
2136,25,F71.jpg,3,10,7,5,0
2137,26,F71.jpg,1,8,NA,NA,4
2138,27,F71.jpg,3,9,9,11,-1
2139,28,F71.jpg,3,7,7,8,-1
2140,29,F71.jpg,1,9,NA,NA,3
2141,30,F71.jpg,3,4,12,9,1
2142,31,F71.jpg,3,11,9,7,0
2143,32,F71.jpg,1,7,NA,NA,4
2144,33,F71.jpg,3,8,6,11,-1
2145,34,F71.jpg,3,11,5,9,-1
2146,35,F71.jpg,1,11,NA,NA,4
2147,36,F71.jpg,3,12,13,11,0
2148,37,F71.jpg,3,10,8,8,0
2149,38,F71.jpg,1,11,NA,NA,4
2150,39,F71.jpg,3,14,10,12,-1
2151,40,F71.jpg,3,12,12,12,-1
2152,41,F71.jpg,1,7,NA,NA,3
2153,42,F71.jpg,3,8,8,6,0
2154,43,F71.jpg,3,9,10,10,0
2155,44,F71.jpg,1,9,NA,NA,4
2156,45,F71.jpg,3,10,11,11,-1
2157,46,F71.jpg,3,2,6,8,-1
2158,47,F71.jpg,1,8,NA,NA,4
2159,48,F71.jpg,3,6,4,3,2
2160,1,F37.jpg,3,10,9,7,-1
2161,2,F37.jpg,3,10,8,5,-1
2162,3,F37.jpg,3,12,9,10,0
2163,4,F37.jpg,1,10,NA,NA,4
2164,5,F37.jpg,3,9,8,9,0
2165,6,F37.jpg,1,8,NA,NA,3
2166,7,F37.jpg,3,12,10,12,-1
2167,8,F37.jpg,3,7,8,6,-1
2168,9,F37.jpg,3,9,8,8,0
2169,10,F37.jpg,1,9,NA,NA,4
2170,11,F37.jpg,3,12,10,11,1
2171,12,F37.jpg,1,8,NA,NA,3
2172,13,F37.jpg,3,6,10,10,-1
2173,14,F37.jpg,3,2,4,7,-1
2174,15,F37.jpg,3,6,7,9,0
2175,16,F37.jpg,1,9,NA,NA,4
2176,17,F37.jpg,3,7,8,8,1
2177,18,F37.jpg,1,8,NA,NA,4
2178,19,F37.jpg,3,6,11,6,-1
2179,20,F37.jpg,3,8,3,9,-1
2180,21,F37.jpg,3,11,10,11,0
2181,22,F37.jpg,1,10,NA,NA,4
2182,23,F37.jpg,3,10,9,10,1
2183,24,F37.jpg,1,10,NA,NA,4
2184,25,F37.jpg,3,5,8,5,-1
2185,26,F37.jpg,3,9,10,8,-1
2186,27,F37.jpg,3,8,5,8,1
2187,28,F37.jpg,1,8,NA,NA,4
2188,29,F37.jpg,3,11,8,11,0
2189,30,F37.jpg,1,9,NA,NA,3
2190,31,F37.jpg,3,8,9,7,-1
2191,32,F37.jpg,2,6,9,NA,-1
2192,33,F37.jpg,3,10,12,4,1
2193,34,F37.jpg,1,10,NA,NA,3
2194,35,F37.jpg,3,3,11,13,0
2195,36,F37.jpg,1,12,NA,NA,4
2196,37,F37.jpg,3,5,10,12,-1
2197,38,F37.jpg,3,10,12,13,-1
2198,39,F37.jpg,3,11,12,12,1
2199,40,F37.jpg,1,12,NA,NA,4
2200,41,F37.jpg,3,6,7,8,0
2201,42,F37.jpg,1,8,NA,NA,4
2202,43,F37.jpg,3,12,9,11,-1
2203,44,F37.jpg,3,8,8,10,-1
2204,45,F37.jpg,3,9,10,9,0
2205,46,F37.jpg,1,7,NA,NA,-1
2206,47,F37.jpg,3,9,11,8,1
2207,48,F37.jpg,1,6,NA,NA,3
2208,1,F175.jpg,1,8,NA,NA,4
2209,2,F175.jpg,3,9,8,10,1
2210,3,F175.jpg,1,9,NA,NA,4
2211,4,F175.jpg,3,11,10,9,0
2212,5,F175.jpg,3,5,12,7,-1
2213,6,F175.jpg,3,13,10,11,-1
2214,7,F175.jpg,1,9,NA,NA,4
2215,8,F175.jpg,3,6,8,4,0
2216,9,F175.jpg,1,9,NA,NA,4
2217,10,F175.jpg,3,11,9,10,0
2218,11,F175.jpg,3,12,9,12,-1
2219,12,F175.jpg,3,9,8,7,-1
2220,13,F175.jpg,1,8,NA,NA,4
2221,14,F175.jpg,3,11,11,8,0
2222,15,F175.jpg,1,10,NA,NA,4
2223,16,F175.jpg,3,8,13,8,2
2224,17,F175.jpg,3,9,10,9,-1
2225,18,F175.jpg,3,7,12,10,-1
2226,19,F175.jpg,1,10,NA,NA,4
2227,20,F175.jpg,3,6,9,7,2
2228,21,F175.jpg,1,13,NA,NA,3
2229,22,F175.jpg,3,10,10,5,0
2230,23,F175.jpg,3,11,10,9,-1
2231,24,F175.jpg,3,14,8,12,-1
2232,25,F175.jpg,1,8,NA,NA,4
2233,26,F175.jpg,3,10,9,7,0
2234,27,F175.jpg,1,9,NA,NA,4
2235,28,F175.jpg,3,7,7,11,-1
2236,29,F175.jpg,3,12,12,15,-1
2237,30,F175.jpg,3,6,9,6,-1
2238,31,F175.jpg,1,10,NA,NA,4
2239,32,F175.jpg,3,7,3,4,1
2240,33,F175.jpg,1,10,NA,NA,4
2241,34,F175.jpg,3,11,12,7,0
2242,35,F175.jpg,3,12,8,5,-1
2243,36,F175.jpg,3,11,13,12,-1
2244,37,F175.jpg,1,9,NA,NA,3
2245,38,F175.jpg,3,9,11,11,0
2246,39,F175.jpg,1,13,NA,NA,4
2247,40,F175.jpg,3,11,11,12,0
2248,41,F175.jpg,3,9,8,7,-1
2249,42,F175.jpg,3,9,9,12,-1
2250,43,F175.jpg,1,10,NA,NA,4
2251,44,F175.jpg,3,8,11,8,1
2252,45,F175.jpg,1,12,NA,NA,4
2253,46,F175.jpg,3,9,10,4,1
2254,47,F175.jpg,3,9,8,12,-1
2255,48,F175.jpg,3,7,9,1,-1
2256,1,F116.jpg,3,4,9,9,1
2257,2,F116.jpg,1,7,NA,NA,4
2258,3,F116.jpg,3,9,11,9,-1
2259,4,F116.jpg,3,10,11,9,-1
2260,5,F116.jpg,1,8,NA,NA,4
2261,6,F116.jpg,3,12,7,9,1
2262,7,F116.jpg,3,8,13,8,1
2263,8,F116.jpg,1,8,NA,NA,4
2264,9,F116.jpg,3,9,10,9,-1
2265,10,F116.jpg,3,8,10,10,-1
2266,11,F116.jpg,1,10,NA,NA,4
2267,12,F116.jpg,3,5,7,6,1
2268,13,F116.jpg,3,8,11,7,0
2269,14,F116.jpg,1,9,NA,NA,3
2270,15,F116.jpg,3,8,9,9,-1
2271,16,F116.jpg,3,9,10,9,-1
2272,17,F116.jpg,1,9,NA,NA,4
2273,18,F116.jpg,3,6,10,4,0
2274,19,F116.jpg,3,11,8,10,1
2275,20,F116.jpg,1,6,NA,NA,4
2276,21,F116.jpg,3,12,11,10,-1
2277,22,F116.jpg,3,10,8,8,-1
2278,23,F116.jpg,1,6,NA,NA,4
2279,24,F116.jpg,3,8,10,13,2
2280,25,F116.jpg,3,5,6,9,0
2281,26,F116.jpg,1,7,NA,NA,4
2282,27,F116.jpg,3,8,7,6,-1
2283,28,F116.jpg,3,10,8,10,-1
2284,29,F116.jpg,1,11,NA,NA,3
2285,30,F116.jpg,3,6,6,6,2
2286,31,F116.jpg,3,11,9,8,0
2287,32,F116.jpg,1,8,NA,NA,3
2288,33,F116.jpg,3,5,8,8,-1
2289,34,F116.jpg,3,9,10,9,-1
2290,35,F116.jpg,1,10,NA,NA,3
2291,36,F116.jpg,3,11,12,11,1
2292,37,F116.jpg,3,9,12,10,2
2293,38,F116.jpg,1,10,NA,NA,4
2294,39,F116.jpg,3,12,10,11,-1
2295,40,F116.jpg,3,10,11,13,-1
2296,41,F116.jpg,1,9,NA,NA,3
2297,42,F116.jpg,3,11,8,11,0
2298,43,F116.jpg,3,9,21,10,2
2299,44,F116.jpg,1,8,NA,NA,4
2300,45,F116.jpg,3,3,11,10,-1
2301,46,F116.jpg,3,8,6,6,-1
2302,47,F116.jpg,1,10,NA,NA,4
2303,48,F116.jpg,2,8,2,NA,1
2304,1,F102.jpg,3,7,7,9,2
2305,2,F102.jpg,1,7,NA,NA,4
2306,3,F102.jpg,3,12,10,9,-1
2307,4,F102.jpg,3,11,11,8,-1
2308,5,F102.jpg,1,7,NA,NA,3
2309,6,F102.jpg,3,10,5,10,2
2310,7,F102.jpg,3,10,11,8,1
2311,8,F102.jpg,1,7,NA,NA,4
2312,9,F102.jpg,3,11,9,6,-1
2313,10,F102.jpg,3,10,10,9,-1
2314,11,F102.jpg,1,10,NA,NA,4
2315,12,F102.jpg,3,7,8,3,0
2316,13,F102.jpg,3,6,7,6,0
2317,14,F102.jpg,1,7,NA,NA,3
2318,15,F102.jpg,3,8,4,8,-1
2319,16,F102.jpg,3,6,9,7,-1
2320,17,F102.jpg,1,8,NA,NA,4
2321,18,F102.jpg,3,9,9,9,0
2322,19,F102.jpg,3,10,5,9,1
2323,20,F102.jpg,1,5,NA,NA,4
2324,21,F102.jpg,3,11,13,13,-1
2325,22,F102.jpg,3,9,11,7,-1
2326,23,F102.jpg,1,8,NA,NA,4
2327,24,F102.jpg,3,7,6,9,2
2328,25,F102.jpg,3,8,7,7,0
2329,26,F102.jpg,1,8,NA,NA,4
2330,27,F102.jpg,3,7,5,6,-1
2331,28,F102.jpg,3,5,10,8,-1
2332,29,F102.jpg,1,9,NA,NA,4
2333,30,F102.jpg,3,3,5,7,1
2334,31,F102.jpg,3,12,9,9,0
2335,32,F102.jpg,1,6,NA,NA,3
2336,33,F102.jpg,3,7,12,8,-1
2337,34,F102.jpg,3,4,6,8,-1
2338,35,F102.jpg,1,12,NA,NA,3
2339,36,F102.jpg,3,11,13,13,0
2340,37,F102.jpg,3,7,8,8,2
2341,38,F102.jpg,1,10,NA,NA,3
2342,39,F102.jpg,3,14,10,13,-1
2343,40,F102.jpg,3,10,10,12,-1
2344,41,F102.jpg,1,9,NA,NA,3
2345,42,F102.jpg,3,7,10,7,1
2346,43,F102.jpg,3,9,10,11,1
2347,44,F102.jpg,1,8,NA,NA,4
2348,45,F102.jpg,3,12,9,11,-1
2349,46,F102.jpg,3,3,7,6,-1
2350,47,F102.jpg,1,10,NA,NA,4
2351,48,F102.jpg,2,5,5,NA,2
2352,1,F40.jpg,3,8,11,9,-1
2353,2,F40.jpg,3,7,7,8,-1
2354,3,F40.jpg,3,10,11,10,0
2355,4,F40.jpg,1,7,NA,NA,4
2356,5,F40.jpg,3,8,5,10,0
2357,6,F40.jpg,1,9,NA,NA,4
2358,7,F40.jpg,3,9,10,9,-1
2359,8,F40.jpg,3,7,2,3,-1
2360,9,F40.jpg,3,10,8,8,0
2361,10,F40.jpg,1,10,NA,NA,4
2362,11,F40.jpg,3,10,11,10,1
2363,12,F40.jpg,1,7,NA,NA,4
2364,13,F40.jpg,3,8,7,10,-1
2365,14,F40.jpg,3,6,7,7,-1
2366,15,F40.jpg,3,7,9,10,2
2367,16,F40.jpg,1,8,NA,NA,4
2368,17,F40.jpg,3,9,10,8,1
2369,18,F40.jpg,1,8,NA,NA,3
2370,19,F40.jpg,3,5,8,3,-1
2371,20,F40.jpg,3,8,11,7,-1
2372,21,F40.jpg,3,11,9,11,1
2373,22,F40.jpg,1,6,NA,NA,4
2374,23,F40.jpg,3,12,5,8,0
2375,24,F40.jpg,1,9,NA,NA,-1
2376,25,F40.jpg,3,6,8,5,-1
2377,26,F40.jpg,3,10,9,9,-1
2378,27,F40.jpg,3,7,6,6,1
2379,28,F40.jpg,1,5,NA,NA,4
2380,29,F40.jpg,3,10,8,10,0
2381,30,F40.jpg,1,9,NA,NA,-1
2382,31,F40.jpg,3,10,8,6,-1
2383,32,F40.jpg,3,5,4,4,-1
2384,33,F40.jpg,3,11,6,10,-1
2385,34,F40.jpg,1,8,NA,NA,4
2386,35,F40.jpg,3,9,8,7,0
2387,36,F40.jpg,1,12,NA,NA,3
2388,37,F40.jpg,3,5,6,9,-1
2389,38,F40.jpg,3,10,8,12,-1
2390,39,F40.jpg,3,12,15,10,0
2391,40,F40.jpg,1,11,NA,NA,4
2392,41,F40.jpg,3,8,7,6,-1
2393,42,F40.jpg,1,8,NA,NA,4
2394,43,F40.jpg,3,10,9,11,-1
2395,44,F40.jpg,3,12,9,8,-1
2396,45,F40.jpg,3,9,8,10,0
2397,46,F40.jpg,1,7,NA,NA,4
2398,47,F40.jpg,3,8,10,10,1
2399,48,F40.jpg,1,5,NA,NA,4
2400,1,F135.jpg,1,8,NA,NA,4
2401,2,F135.jpg,3,7,9,7,-1
2402,3,F135.jpg,1,9,NA,NA,3
2403,4,F135.jpg,3,11,10,10,-1
2404,5,F135.jpg,3,8,10,7,-1
2405,6,F135.jpg,3,11,11,12,-1
2406,7,F135.jpg,1,10,NA,NA,4
2407,8,F135.jpg,3,5,7,8,0
2408,9,F135.jpg,1,9,NA,NA,4
2409,10,F135.jpg,3,10,10,10,0
2410,11,F135.jpg,3,12,13,8,-1
2411,12,F135.jpg,3,6,4,5,-1
2412,13,F135.jpg,1,8,NA,NA,4
2413,14,F135.jpg,3,6,6,8,1
2414,15,F135.jpg,1,10,NA,NA,4
2415,16,F135.jpg,3,7,8,10,2
2416,17,F135.jpg,3,10,9,9,-1
2417,18,F135.jpg,3,3,6,9,-1
2418,19,F135.jpg,1,9,NA,NA,4
2419,20,F135.jpg,3,8,9,10,0
2420,21,F135.jpg,1,13,NA,NA,4
2421,22,F135.jpg,3,9,12,9,2
2422,23,F135.jpg,3,8,9,10,-1
2423,24,F135.jpg,3,11,12,9,-1
2424,25,F135.jpg,1,7,NA,NA,3
2425,26,F135.jpg,3,6,7,8,1
2426,27,F135.jpg,1,9,NA,NA,4
2427,28,F135.jpg,3,9,8,9,0
2428,29,F135.jpg,3,12,16,12,-1
2429,30,F135.jpg,3,14,10,5,-1
2430,31,F135.jpg,1,11,NA,NA,4
2431,32,F135.jpg,3,5,5,4,0
2432,33,F135.jpg,1,8,NA,NA,4
2433,34,F135.jpg,3,10,9,7,0
2434,35,F135.jpg,3,12,11,12,-1
2435,36,F135.jpg,3,10,13,13,-1
2436,37,F135.jpg,1,7,NA,NA,4
2437,38,F135.jpg,3,9,12,11,0
2438,39,F135.jpg,1,13,NA,NA,4
2439,40,F135.jpg,3,13,11,11,1
2440,41,F135.jpg,3,7,8,8,-1
2441,42,F135.jpg,3,8,9,10,-1
2442,43,F135.jpg,1,11,NA,NA,4
2443,44,F135.jpg,3,10,8,7,2
2444,45,F135.jpg,1,8,NA,NA,4
2445,46,F135.jpg,3,9,8,6,1
2446,47,F135.jpg,3,10,10,9,-1
2447,48,F135.jpg,2,2,7,NA,-1
2448,1,F163.jpg,1,9,NA,NA,4
2449,2,F163.jpg,3,7,9,8,0
2450,3,F163.jpg,1,8,NA,NA,4
2451,4,F163.jpg,3,9,11,10,0
2452,5,F163.jpg,3,9,10,11,-1
2453,6,F163.jpg,3,10,10,10,-1
2454,7,F163.jpg,1,9,NA,NA,4
2455,8,F163.jpg,3,5,6,6,1
2456,9,F163.jpg,1,9,NA,NA,4
2457,10,F163.jpg,3,9,10,10,-1
2458,11,F163.jpg,3,8,12,14,-1
2459,12,F163.jpg,3,7,6,6,-1
2460,13,F163.jpg,1,9,NA,NA,4
2461,14,F163.jpg,3,7,5,8,1
2462,15,F163.jpg,1,10,NA,NA,4
2463,16,F163.jpg,3,9,7,11,2
2464,17,F163.jpg,3,10,11,9,-1
2465,18,F163.jpg,3,6,9,6,-1
2466,19,F163.jpg,1,7,NA,NA,4
2467,20,F163.jpg,3,8,6,7,2
2468,21,F163.jpg,1,12,NA,NA,3
2469,22,F163.jpg,3,12,9,14,2
2470,23,F163.jpg,3,11,11,9,-1
2471,24,F163.jpg,3,12,11,11,-1
2472,25,F163.jpg,1,10,NA,NA,3
2473,26,F163.jpg,3,10,9,9,1
2474,27,F163.jpg,1,8,NA,NA,4
2475,28,F163.jpg,3,8,8,10,2
2476,29,F163.jpg,3,9,10,10,-1
2477,30,F163.jpg,3,2,5,6,-1
2478,31,F163.jpg,1,11,NA,NA,4
2479,32,F163.jpg,3,5,6,8,1
2480,33,F163.jpg,1,8,NA,NA,4
2481,34,F163.jpg,3,10,7,9,0
2482,35,F163.jpg,3,10,5,9,-1
2483,36,F163.jpg,3,10,11,11,-1
2484,37,F163.jpg,1,8,NA,NA,3
2485,38,F163.jpg,3,12,11,12,0
2486,39,F163.jpg,1,12,NA,NA,4
2487,40,F163.jpg,3,11,11,11,2
2488,41,F163.jpg,3,6,9,8,-1
2489,42,F163.jpg,3,7,8,13,-1
2490,43,F163.jpg,1,11,NA,NA,4
2491,44,F163.jpg,3,7,9,10,0
2492,45,F163.jpg,1,10,NA,NA,3
2493,46,F163.jpg,3,6,9,6,2
2494,47,F163.jpg,3,9,10,10,-1
2495,48,F163.jpg,2,6,1,NA,-1
2496,1,F160.jpg,1,8,NA,NA,4
2497,2,F160.jpg,3,8,8,10,1
2498,3,F160.jpg,1,10,NA,NA,4
2499,4,F160.jpg,3,9,8,10,0
2500,5,F160.jpg,3,10,7,15,-1
2501,6,F160.jpg,3,14,11,11,-1
2502,7,F160.jpg,1,9,NA,NA,3
2503,8,F160.jpg,3,7,6,4,2
2504,9,F160.jpg,1,9,NA,NA,4
2505,10,F160.jpg,3,8,9,11,2
2506,11,F160.jpg,3,11,8,11,-1
2507,12,F160.jpg,3,7,5,6,-1
2508,13,F160.jpg,1,7,NA,NA,4
2509,14,F160.jpg,3,7,7,7,0
2510,15,F160.jpg,1,9,NA,NA,3
2511,16,F160.jpg,3,7,8,9,1
2512,17,F160.jpg,3,8,9,10,-1
2513,18,F160.jpg,3,8,8,9,-1
2514,19,F160.jpg,1,12,NA,NA,4
2515,20,F160.jpg,3,7,5,7,2
2516,21,F160.jpg,1,12,NA,NA,4
2517,22,F160.jpg,3,10,8,11,0
2518,23,F160.jpg,3,11,8,12,-1
2519,24,F160.jpg,3,9,9,9,-1
2520,25,F160.jpg,1,6,NA,NA,3
2521,26,F160.jpg,3,8,7,10,1
2522,27,F160.jpg,1,9,NA,NA,4
2523,28,F160.jpg,3,7,8,7,1
2524,29,F160.jpg,3,11,11,9,-1
2525,30,F160.jpg,3,5,8,6,-1
2526,31,F160.jpg,1,8,NA,NA,4
2527,32,F160.jpg,3,11,2,8,1
2528,33,F160.jpg,1,6,NA,NA,4
2529,34,F160.jpg,3,9,9,7,0
2530,35,F160.jpg,3,10,12,13,-1
2531,36,F160.jpg,3,11,11,12,-1
2532,37,F160.jpg,1,6,NA,NA,4
2533,38,F160.jpg,3,7,11,10,2
2534,39,F160.jpg,1,11,NA,NA,4
2535,40,F160.jpg,3,11,13,9,1
2536,41,F160.jpg,3,9,10,4,-1
2537,42,F160.jpg,3,7,9,10,-1
2538,43,F160.jpg,1,12,NA,NA,4
2539,44,F160.jpg,3,4,6,9,1
2540,45,F160.jpg,1,12,NA,NA,4
2541,46,F160.jpg,3,9,8,8,1
2542,47,F160.jpg,3,10,9,10,-1
2543,48,F160.jpg,3,2,2,4,-1
2544,1,F87.jpg,3,7,8,9,2
2545,2,F87.jpg,1,9,NA,NA,4
2546,3,F87.jpg,3,12,9,10,-1
2547,4,F87.jpg,3,11,12,10,-1
2548,5,F87.jpg,1,9,NA,NA,4
2549,6,F87.jpg,3,9,11,8,0
2550,7,F87.jpg,3,8,9,7,2
2551,8,F87.jpg,1,8,NA,NA,4
2552,9,F87.jpg,3,8,10,6,-1
2553,10,F87.jpg,3,9,10,10,-1
2554,11,F87.jpg,1,8,NA,NA,4
2555,12,F87.jpg,3,4,6,7,0
2556,13,F87.jpg,3,8,10,6,0
2557,14,F87.jpg,1,6,NA,NA,3
2558,15,F87.jpg,3,11,9,8,-1
2559,16,F87.jpg,3,10,10,8,-1
2560,17,F87.jpg,1,10,NA,NA,4
2561,18,F87.jpg,3,10,8,9,1
2562,19,F87.jpg,3,8,4,10,2
2563,20,F87.jpg,1,8,NA,NA,4
2564,21,F87.jpg,3,10,11,10,-1
2565,22,F87.jpg,3,7,8,8,-1
2566,23,F87.jpg,1,8,NA,NA,4
2567,24,F87.jpg,3,11,10,10,1
2568,25,F87.jpg,3,8,9,8,0
2569,26,F87.jpg,1,8,NA,NA,3
2570,27,F87.jpg,3,6,7,9,-1
2571,28,F87.jpg,3,7,11,9,-1
2572,29,F87.jpg,1,9,NA,NA,4
2573,30,F87.jpg,3,2,7,11,2
2574,31,F87.jpg,3,10,12,12,1
2575,32,F87.jpg,1,5,NA,NA,4
2576,33,F87.jpg,3,10,8,5,-1
2577,34,F87.jpg,3,10,8,8,-1
2578,35,F87.jpg,1,10,NA,NA,3
2579,36,F87.jpg,3,13,12,12,2
2580,37,F87.jpg,3,9,6,8,0
2581,38,F87.jpg,1,9,NA,NA,3
2582,39,F87.jpg,3,12,13,11,-1
2583,40,F87.jpg,3,11,11,10,-1
2584,41,F87.jpg,1,10,NA,NA,-1
2585,42,F87.jpg,3,9,9,6,1
2586,43,F87.jpg,3,12,13,11,2
2587,44,F87.jpg,1,8,NA,NA,3
2588,45,F87.jpg,3,10,9,7,-1
2589,46,F87.jpg,3,3,6,5,-1
2590,47,F87.jpg,1,7,NA,NA,4
2591,48,F87.jpg,2,6,6,NA,1
2592,1,F138.jpg,1,11,NA,NA,3
2593,2,F138.jpg,3,8,9,9,1
2594,3,F138.jpg,1,10,NA,NA,4
2595,4,F138.jpg,3,10,12,9,0
2596,5,F138.jpg,3,8,8,8,-1
2597,6,F138.jpg,3,13,11,9,-1
2598,7,F138.jpg,1,12,NA,NA,4
2599,8,F138.jpg,3,5,5,7,2
2600,9,F138.jpg,1,10,NA,NA,4
2601,10,F138.jpg,3,11,8,9,1
2602,11,F138.jpg,3,7,11,9,-1
2603,12,F138.jpg,3,7,6,5,-1
2604,13,F138.jpg,1,9,NA,NA,4
2605,14,F138.jpg,3,7,9,9,0
2606,15,F138.jpg,1,6,NA,NA,4
2607,16,F138.jpg,3,9,8,9,1
2608,17,F138.jpg,3,11,10,9,-1
2609,18,F138.jpg,3,9,10,11,-1
2610,19,F138.jpg,1,11,NA,NA,4
2611,20,F138.jpg,3,9,9,8,2
2612,21,F138.jpg,1,12,NA,NA,4
2613,22,F138.jpg,3,10,10,11,2
2614,23,F138.jpg,3,10,11,8,-1
2615,24,F138.jpg,3,12,8,1,-1
2616,25,F138.jpg,1,9,NA,NA,4
2617,26,F138.jpg,3,9,6,9,2
2618,27,F138.jpg,1,7,NA,NA,4
2619,28,F138.jpg,3,8,11,10,1
2620,29,F138.jpg,3,15,12,13,-1
2621,30,F138.jpg,3,7,6,3,-1
2622,31,F138.jpg,1,13,NA,NA,4
2623,32,F138.jpg,3,8,5,5,0
2624,33,F138.jpg,1,5,NA,NA,4
2625,34,F138.jpg,3,7,7,8,2
2626,35,F138.jpg,3,13,11,12,-1
2627,36,F138.jpg,3,12,11,12,-1
2628,37,F138.jpg,1,9,NA,NA,3
2629,38,F138.jpg,3,12,9,11,0
2630,39,F138.jpg,1,13,NA,NA,4
2631,40,F138.jpg,3,12,10,9,0
2632,41,F138.jpg,3,9,11,8,-1
2633,42,F138.jpg,3,9,8,6,-1
2634,43,F138.jpg,1,9,NA,NA,3
2635,44,F138.jpg,3,11,8,7,0
2636,45,F138.jpg,1,10,NA,NA,4
2637,46,F138.jpg,3,7,7,5,1
2638,47,F138.jpg,3,12,9,9,-1
2639,48,F138.jpg,2,4,5,NA,-1
2640,1,F168.jpg,1,11,NA,NA,4
2641,2,F168.jpg,3,8,8,8,0
2642,3,F168.jpg,1,8,NA,NA,4
2643,4,F168.jpg,3,11,13,7,0
2644,5,F168.jpg,3,9,7,7,-1
2645,6,F168.jpg,3,11,9,12,-1
2646,7,F168.jpg,1,12,NA,NA,4
2647,8,F168.jpg,3,9,9,6,0
2648,9,F168.jpg,1,11,NA,NA,4
2649,10,F168.jpg,3,9,7,9,2
2650,11,F168.jpg,3,10,12,8,-1
2651,12,F168.jpg,3,8,7,10,-1
2652,13,F168.jpg,1,6,NA,NA,4
2653,14,F168.jpg,3,8,7,9,0
2654,15,F168.jpg,1,9,NA,NA,4
2655,16,F168.jpg,3,8,7,11,1
2656,17,F168.jpg,3,8,9,9,-1
2657,18,F168.jpg,3,7,7,7,-1
2658,19,F168.jpg,1,11,NA,NA,4
2659,20,F168.jpg,3,7,9,7,0
2660,21,F168.jpg,1,12,NA,NA,4
2661,22,F168.jpg,3,11,10,11,0
2662,23,F168.jpg,3,8,11,10,-1
2663,24,F168.jpg,3,14,14,14,-1
2664,25,F168.jpg,1,8,NA,NA,4
2665,26,F168.jpg,3,8,8,11,0
2666,27,F168.jpg,1,9,NA,NA,4
2667,28,F168.jpg,3,11,6,12,0
2668,29,F168.jpg,3,11,10,4,-1
2669,30,F168.jpg,3,9,3,3,-1
2670,31,F168.jpg,1,10,NA,NA,4
2671,32,F168.jpg,3,12,8,5,0
2672,33,F168.jpg,1,7,NA,NA,4
2673,34,F168.jpg,3,10,8,7,0
2674,35,F168.jpg,3,11,5,11,-1
2675,36,F168.jpg,3,11,12,13,-1
2676,37,F168.jpg,1,8,NA,NA,4
2677,38,F168.jpg,3,10,11,7,0
2678,39,F168.jpg,1,13,NA,NA,4
2679,40,F168.jpg,3,11,11,10,0
2680,41,F168.jpg,3,10,9,7,-1
2681,42,F168.jpg,3,9,9,6,-1
2682,43,F168.jpg,1,14,NA,NA,4
2683,44,F168.jpg,3,12,10,9,2
2684,45,F168.jpg,1,11,NA,NA,4
2685,46,F168.jpg,3,6,7,9,2
2686,47,F168.jpg,3,9,11,12,-1
2687,48,F168.jpg,3,4,2,3,-1
2688,1,F41.jpg,3,10,9,10,-1
2689,2,F41.jpg,3,8,8,7,-1
2690,3,F41.jpg,3,10,9,9,2
2691,4,F41.jpg,1,10,NA,NA,3
2692,5,F41.jpg,3,5,10,9,0
2693,6,F41.jpg,1,11,NA,NA,3
2694,7,F41.jpg,3,11,11,8,-1
2695,8,F41.jpg,3,8,8,5,-1
2696,9,F41.jpg,3,11,10,6,0
2697,10,F41.jpg,1,10,NA,NA,4
2698,11,F41.jpg,3,13,10,9,1
2699,12,F41.jpg,1,9,NA,NA,4
2700,13,F41.jpg,3,10,7,10,-1
2701,14,F41.jpg,3,6,8,8,-1
2702,15,F41.jpg,3,8,8,10,2
2703,16,F41.jpg,1,9,NA,NA,4
2704,17,F41.jpg,3,8,9,8,1
2705,18,F41.jpg,1,8,NA,NA,3
2706,19,F41.jpg,3,12,8,10,-1
2707,20,F41.jpg,3,8,9,6,-1
2708,21,F41.jpg,3,9,8,10,1
2709,22,F41.jpg,1,12,NA,NA,4
2710,23,F41.jpg,3,9,10,9,2
2711,24,F41.jpg,1,11,NA,NA,4
2712,25,F41.jpg,3,7,8,7,-1
2713,26,F41.jpg,3,8,10,10,-1
2714,27,F41.jpg,3,9,6,8,1
2715,28,F41.jpg,1,8,NA,NA,4
2716,29,F41.jpg,3,13,10,8,0
2717,30,F41.jpg,1,11,NA,NA,3
2718,31,F41.jpg,3,11,12,8,-1
2719,32,F41.jpg,3,8,6,6,-1
2720,33,F41.jpg,3,9,7,5,2
